"Facility Name","Facility ID","NPI","City","State","ZIP Code","Year","ASC-9 Rate","ASC-9 Footnote","ASC-11 Rate","ASC-11 Footnote","ASC-12 Total Cases","ASC-12 Performance Category","ASC-12 RSHV Rate","ASC-12 Interval Lower Limit","ASC-12 Interval Upper Limit","ASC-12 Footnote","ASC-13 Rate","ASC-13 Footnote","ASC-14 Rate","ASC-14 Footnote","ASC-17 Total Cases","ASC-17 Performance Category","ASC-17 RSHV Rate","ASC-17 Interval Lower Limit","ASC-17 Interval Upper Limit","ASC-17 Footnote","ASC-18 Total Cases","ASC-18 Performance Category","ASC-18 RSHV Rate","ASC-18 Interval Lower Limit","ASC-18 Interval Upper Limit","ASC-18 Footnote"
PHYSICIANS SURGICENTER LLC,31C0001128,1336204668,TOMS RIVER,NJ,8757,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,40,,N/A,5,562,No Different than the National Rate,2,1.4,2.6,,N/A,N/A,N/A,N/A,N/A,5
PHYSICIANS SURGICENTER LLC,31C0001128,1336204668,TOMS RIVER,NJ,8757,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,98.71,,N/A,5,,,,,,,,,,,,
IRONBOUND ENDOSURGICAL CENTER INC,31C0001129,1538389812,NEWARK,NJ,7105,2020,N/A,5,N/A,5,142,No Different than the National Rate,9.8,7.1,13.4,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
IRONBOUND ENDOSURGICAL CENTER INC,31C0001129,1538389812,NEWARK,NJ,7105,2019,N/A,5,N/A,5,199,No Different Than the National Rate,11.6,8.4,15.7,,N/A,5,N/A,5,,,,,,,,,,,,
ENDOSURGICAL CENTER OF CENTRAL NEW JERSEY,31C0001130,1205875283,EAST BRUNSWICK,NJ,8816,2020,93.75,,N/A,5,1770,No Different than the National Rate,10.8,8.3,13.9,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
ENDOSURGICAL CENTER OF CENTRAL NEW JERSEY,31C0001130,1205875283,EAST BRUNSWICK,NJ,8816,2019,92.71,,N/A,5,2159,No Different Than the National Rate,14.2,11.2,18.1,,N/A,5,N/A,5,,,,,,,,,,,,
GARDEN STATE ENDOSCOPY AND SURGERY CENTER,31C0001131,1780747394,KENILWORTH,NJ,7033,2020,43.21,,N/A,5,1479,No Different than the National Rate,9.7,7.4,12.8,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
GARDEN STATE ENDOSCOPY AND SURGERY CENTER,31C0001131,1780747394,KENILWORTH,NJ,7033,2019,N/A,5,N/A,5,1986,No Different Than the National Rate,11.5,8.9,14.8,,N/A,5,N/A,5,,,,,,,,,,,,
THE ENDO CENTER AT VOORHEES,31C0001132,1669446852,VOORHEES,NJ,8043,2020,100,,N/A,5,4759,No Different than the National Rate,9.5,7.6,11.7,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
THE ENDO CENTER AT VOORHEES,31C0001132,1669446852,VOORHEES,NJ,8043,2019,N/A,5,N/A,5,6101,No Different Than the National Rate,11.7,9.7,14.1,,N/A,5,N/A,5,,,,,,,,,,,,
THE CENTER FOR AMBULATORY SURGERY,31C0001135,1427049352,MOUNTAINSIDE,NJ,7092,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,N/A,5,90,No Different than the National Rate,2.1,1.5,2.9,,50,No Different than the National Rate,5.6,3.7,8.3,
LIVINGSTON ASC LLC,31C0001136,1679943989,LIVINGSTON,NJ,7039,2020,96.25,,N/A,5,637,No Different than the National Rate,9.4,7,12.5,,99.63,,0.96,,59,No Different than the National Rate,2.1,1.5,2.9,,N/A,N/A,N/A,N/A,N/A,5
LIVINGSTON ASC LLC,31C0001136,1679943989,LIVINGSTON,NJ,7039,2019,N/A,5,N/A,5,746,No Different Than the National Rate,11.4,8.4,15.2,,N/A,5,N/A,5,,,,,,,,,,,,
MERCER COUNTY SURGERY CENTER LLC,31C0001139,1336112200,LAWRENCEVILLE,NJ,8648,2020,56.52,,N/A,5,334,No Different than the National Rate,10.4,7.8,14.5,,95.56,,N/A,5,117,No Different than the National Rate,2.1,1.5,2.9,,N/A,N/A,N/A,N/A,N/A,5
MERCER COUNTY SURGERY CENTER LLC,31C0001139,1336112200,LAWRENCEVILLE,NJ,8648,2019,64.15,,N/A,5,385,No Different Than the National Rate,12.6,9.3,17.1,,92.53,,N/A,5,,,,,,,,,,,,
CENTRAL JERSEY AMBULATORY SURGICAL CENTER LLC,31C0001142,1043297872,HILLSBOROUGH,NJ,8844,2020,98.42,,N/A,5,1643,No Different than the National Rate,8.9,6.7,11.7,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
CENTRAL JERSEY AMBULATORY SURGICAL CENTER LLC,31C0001142,1043297872,HILLSBOROUGH,NJ,8844,2019,N/A,5,N/A,5,2049,No Different Than the National Rate,10.7,8.1,13.9,,N/A,5,N/A,5,,,,,,,,,,,,
TOMS RIVER AMBULATORY SURGICAL CENTER,31C0001143,1659377042,TOMS RIVER,NJ,8753,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,N/A,5,88,No Different than the National Rate,2.2,1.6,3,,N/A,N/A,N/A,N/A,N/A,5
TOMS RIVER AMBULATORY SURGICAL CENTER,31C0001143,1659377042,TOMS RIVER,NJ,8753,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,N/A,5,,,,,,,,,,,,
SURGICAL CENTER OF BURLINGTON COUNTY,31C0001146,1275639023,WILLINGBORO,NJ,8046,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.48,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SURGICAL CENTER OF BURLINGTON COUNTY,31C0001146,1275639023,WILLINGBORO,NJ,8046,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.43,,,,,,,,,,,,,
ESSEX ENDOSCOPY CENTER OF NJ LLC,31C0001148,1891701611,NEWARK,NJ,7105,2020,76.92,,N/A,5,672,No Different than the National Rate,9.7,7.3,13.1,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
ESSEX ENDOSCOPY CENTER OF NJ LLC,31C0001148,1891701611,NEWARK,NJ,7105,2019,N/A,5,N/A,5,874,No Different Than the National Rate,12.2,9.1,16.4,,N/A,5,N/A,5,,,,,,,,,,,,
MAY STREET SURGI CENTER LLC,31C0001149,1932164852,EDISON,NJ,8837,2020,2.84,,N/A,5,1950,No Different than the National Rate,10.3,7.9,13.1,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
MAY STREET SURGI CENTER LLC,31C0001149,1932164852,EDISON,NJ,8837,2019,N/A,5,N/A,5,2486,No Different Than the National Rate,12.3,9.6,15.7,,N/A,5,N/A,5,,,,,,,,,,,,
DENVILLE SURGERY CENTER,31C0001150,1861804585,DENVILLE,NJ,7834,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,N/A,5,138,No Different than the National Rate,2.1,1.5,2.8,,45,No Different than the National Rate,5.5,3.6,8,
DENVILLE SURGERY CENTER,31C0001150,1861804585,DENVILLE,NJ,7834,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,N/A,5,,,,,,,,,,,,
SHORE AMBULATORY SURGICAL CENTER LLC DBA JERSEY SHORE AMBULATORY SURGERY CENTER,31C0001151,1184686164,SOMERS POINT,NJ,8244,2020,75,,N/A,5,277,No Different than the National Rate,9.3,6.7,12.8,,100,,1.11,,171,No Different than the National Rate,2.2,1.6,2.9,,N/A,N/A,N/A,N/A,N/A,5
SHORE AMBULATORY SURGICAL CENTER LLC DBA JERSEY SHORE AMBULATORY SURGERY CENTER,31C0001151,1184686164,SOMERS POINT,NJ,8244,2019,100,,N/A,5,410,No Different Than the National Rate,10.9,7.9,14.9,,N/A,5,1.01,,,,,,,,,,,,,
ENDOSCOPY CENTER OF HACKENSACK LLC DBA HACKENSACK ENDOSCOPY CENTER,31C0001152,1770847717,HACKENSACK,NJ,7601,2020,100,,N/A,5,2033,No Different than the National Rate,8.8,6.7,11.4,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
ENDOSCOPY CENTER OF HACKENSACK LLC DBA HACKENSACK ENDOSCOPY CENTER,31C0001152,1770847717,HACKENSACK,NJ,7601,2019,N/A,5,N/A,5,2600,No Different Than the National Rate,11.3,8.7,14.4,,N/A,5,N/A,5,,,,,,,,,,,,
TOMS RIVER SURGERY CENTER,31C0001153,1023070026,TOMS RIVER,NJ,8753,2020,50,,N/A,5,121,No Different than the National Rate,9.6,7,13.2,,99.01,,N/A,5,262,No Different than the National Rate,2.1,1.5,2.8,,N/A,N/A,N/A,N/A,N/A,5
TOMS RIVER SURGERY CENTER,31C0001153,1023070026,TOMS RIVER,NJ,8753,2019,74.58,,N/A,5,198,No Different Than the National Rate,11.1,8.2,15.2,,98.87,,N/A,5,,,,,,,,,,,,
ADVANCED ENDOSCOPY AND SURGICAL CENTER LLC,31C0001154,1114965803,EATONTOWN,NJ,7724,2020,79.84,,N/A,5,2486,No Different than the National Rate,9.9,7.8,12.7,,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5
ADVANCED ENDOSCOPY AND SURGICAL CENTER LLC,31C0001154,1114965803,EATONTOWN,NJ,7724,2019,87.5,,N/A,5,3080,No Different Than the National Rate,11.7,9.4,14.8,,N/A,5,N/A,5,,,,,,,,,,,,
ESSEX SPECIALIZED SURGICAL INSTITUTE,31C0001156,1679728901,WEST ORANGE,NJ,7052,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.07,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
ESSEX SPECIALIZED SURGICAL INSTITUTE,31C0001156,1679728901,WEST ORANGE,NJ,7052,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.14,,,,,,,,,,,,,
HAMILTON ENDOSCOPY AND SURGERY CENTER LLC,31C0001160,1194770974,HAMILTON,NJ,8619,2020,82.64,,N/A,5,856,No Different than the National Rate,9.4,7.1,12.7,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
HAMILTON ENDOSCOPY AND SURGERY CENTER LLC,31C0001160,1194770974,HAMILTON,NJ,8619,2019,N/A,5,N/A,5,1160,No Different Than the National Rate,11,8.3,14.4,,N/A,5,N/A,5,,,,,,,,,,,,
UNION COUNTY SURGERY CENTER LLC,31C0001161,1184097487,UNION,NJ,7083,2020,85.71,,100,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,100,,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5
UNION COUNTY SURGERY CENTER LLC,31C0001161,1184097487,UNION,NJ,7083,2019,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,1,0,,,,,,,,,,,,,
SUBURBAN ENDOSCOPY CENTER LLC,31C0001162,1235178146,VERONA,NJ,7044,2020,80.21,,N/A,5,1208,No Different than the National Rate,9.7,7.4,12.8,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SUBURBAN ENDOSCOPY CENTER LLC,31C0001162,1235178146,VERONA,NJ,7044,2019,74.52,,N/A,5,1469,No Different Than the National Rate,11.4,8.5,15.1,,N/A,5,N/A,5,,,,,,,,,,,,
SURGICARE SURGICAL ASSOCIATES OF ENGLEWOOD CLIFFS LLC,31C0001164,1689726424,ENGLEWOOD CLIFFS,NJ,7632,2020,N/A,5,N/A,5,71,No Different than the National Rate,9.7,7.1,13.4,,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5
SURGICARE SURGICAL ASSOCIATES OF ENGLEWOOD CLIFFS LLC,31C0001164,1689726424,ENGLEWOOD CLIFFS,NJ,7632,2019,N/A,5,N/A,5,134,No Different Than the National Rate,11.8,8.5,16.2,,N/A,5,N/A,5,,,,,,,,,,,,
SEASHORE SURGICAL INSTITUTE,31C0001166,1184752305,BRICK,NJ,8527,2020,84.85,,N/A,5,567,No Different than the National Rate,9.2,6.8,12.4,,100,,0.72,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,70,No Different than the National Rate,5,3.3,7.3,
SEASHORE SURGICAL INSTITUTE,31C0001166,1184752305,BRICK,NJ,8527,2019,N/A,5,N/A,5,710,No Different Than the National Rate,11.4,8.3,15.2,,N/A,5,N/A,5,,,,,,,,,,,,
WATTS PLASTIC SURGERY ASSOCIATION PC,31C0001168,1396700944,VINELAND,NJ,8360,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,N/A,5,,,,,,,,,,,,
AFFILIATED ENDOSCOPY SERVICES OF CLIFTON,31C0001171,1609803204,CLIFTON,NJ,7013,2020,91.16,,N/A,5,717,No Different than the National Rate,9.5,7.2,12.7,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
AFFILIATED ENDOSCOPY SERVICES OF CLIFTON,31C0001171,1609803204,CLIFTON,NJ,7013,2019,N/A,5,N/A,5,1037,No Different Than the National Rate,12.3,9.1,16.1,,N/A,5,N/A,5,,,,,,,,,,,,
SURGICARE SURGICAL ASSOCIATES OF ORADELL LLC,31C0001174,1649322496,ORADELL,NJ,7649,2020,26.32,,N/A,5,256,No Different than the National Rate,9.8,7.2,13.4,,N/A,1,0,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,84,No Different than the National Rate,5.3,3.6,7.9,
SURGICARE SURGICAL ASSOCIATES OF ORADELL LLC,31C0001174,1649322496,ORADELL,NJ,7649,2019,7.94,,N/A,5,453,No Different Than the National Rate,12.6,9.3,17.4,,N/A,5,0,,,,,,,,,,,,,
HUDSON BERGEN MEDICAL CENTER,31C0001175,1184009326,NORTH BERGEN,NJ,7047,2020,15.66,,N/A,5,531,No Different than the National Rate,8.8,6.4,11.8,,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5
HUDSON BERGEN MEDICAL CENTER,31C0001175,1184009326,NORTH BERGEN,NJ,7047,2019,N/A,5,N/A,5,735,No Different Than the National Rate,10.8,7.9,14.5,,N/A,5,N/A,5,,,,,,,,,,,,
MT LAUREL ENDOSCOPY CENTER LP,31C0001176,1144275900,MOUNT LAUREL,NJ,8054,2020,85.44,,N/A,5,489,No Different than the National Rate,11.1,8.2,15.1,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
MT LAUREL ENDOSCOPY CENTER LP,31C0001176,1144275900,MOUNT LAUREL,NJ,8054,2019,79.58,,N/A,5,600,No Different Than the National Rate,12.5,9.1,17,,N/A,5,N/A,5,,,,,,,,,,,,
CENTER FOR UROLOGIC SURGERY,31C0001177,1093230450,ST LOUIS,MO,63141,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,94.07,,N/A,5,N/A,N/A,N/A,N/A,N/A,5,786,No Different than the National Rate,5.1,3.9,6.4,
CENTER FOR UROLOGIC SURGERY,31C0001177,1093230450,ST LOUIS,MO,63141,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,93.28,,N/A,5,,,,,,,,,,,,
NEW JERSEY SURGERY CENTER LLC,31C0001177,1497749436,MERCERVILLE,NJ,8619,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,0.1,,177,No Different than the National Rate,2.2,1.6,3,,N/A,N/A,N/A,N/A,N/A,5
NEW JERSEY SURGERY CENTER LLC,31C0001177,1497749436,MERCERVILLE,NJ,8619,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,0,,,,,,,,,,,,,
ADVANCED SURGERY CENTER OF CLIFTON LLC,31C0001178,1194716142,CLIFTON,NJ,7013,2020,N/A,5,N/A,5,146,No Different than the National Rate,10.4,7.6,14.2,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
ADVANCED SURGERY CENTER OF CLIFTON LLC,31C0001178,1194716142,CLIFTON,NJ,7013,2019,N/A,5,N/A,5,200,No Different Than the National Rate,12.5,9.1,17.2,,N/A,5,N/A,5,,,,,,,,,,,,
ESSEX SURGICAL LLC,31C0001181,1578679320,WEST ORANGE,NJ,7052,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5
THE SURGERY CENTER AT HAMILTON,31C0001182,1528016789,HAMILTON,NJ,8619,2020,100,,100,,465,No Different than the National Rate,9.9,7.2,13.2,,100,,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,107,No Different than the National Rate,5.4,3.7,8,
THE SURGERY CENTER AT HAMILTON,31C0001182,1528016789,HAMILTON,NJ,8619,2019,100,,100,,561,No Different Than the National Rate,12,8.8,16.5,,100,,0,,,,,,,,,,,,,
SHORT HILLS SURGERY CENTER,31C0001185,1548280209,MILLBURN,NJ,7041,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,N/A,5,139,No Different than the National Rate,2,1.5,2.8,,162,No Different than the National Rate,5.3,3.7,7.6,
HUDSON CROSSING SURGERY CENTER,31C0001187,1457379158,FORT LEE,NJ,7024,2020,88.14,,N/A,5,91,No Different than the National Rate,9.7,7,13.5,,100,,N/A,5,130,No Different than the National Rate,2.1,1.5,2.8,,53,No Different than the National Rate,5.7,3.8,8.5,
HUDSON CROSSING SURGERY CENTER,31C0001187,1457379158,FORT LEE,NJ,7024,2019,N/A,5,N/A,5,85,No Different Than the National Rate,11.7,8.5,16.4,,N/A,5,N/A,5,,,,,,,,,,,,
PRINCETON ENDOSCOPY CENTER LLC,31C0001189,1578525283,PRINCETON,NJ,8540,2020,66.67,,N/A,5,1434,No Different than the National Rate,9.9,7.5,13,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
PRINCETON ENDOSCOPY CENTER LLC,31C0001189,1578525283,PRINCETON,NJ,8540,2019,N/A,5,N/A,5,1751,No Different Than the National Rate,12.3,9.3,16.1,,N/A,5,N/A,5,,,,,,,,,,,,
MANALAPAN SURGERY CENTER INC,31C0001190,1265481147,MANALAPAN,NJ,7726,2020,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,100,,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5
MANALAPAN SURGERY CENTER INC,31C0001190,1265481147,MANALAPAN,NJ,7726,2019,N/A,5,N/A,5,30,No Different Than the National Rate,11.8,8.6,16.7,,100,,N/A,5,,,,,,,,,,,,
SADDLE RIVER VALLEY SURGICAL CENTER,31C0001191,1336209451,PARAMUS,NJ,7652,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,2.73,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SADDLE RIVER VALLEY SURGICAL CENTER,31C0001191,1336209451,PARAMUS,NJ,7652,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,3.27,,,,,,,,,,,,,
ROCKLAND SURGICAL PROJECT LLC,31C0001192,1982680492,RAMSEY,NJ,7446,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0,,144,No Different than the National Rate,2.1,1.6,2.9,,N/A,N/A,N/A,N/A,N/A,5
LAKEWOOD SURGERY CENTER LLC,31C0001193,1780673327,LAKEWOOD,NJ,8701,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,N/A,5,117,No Different than the National Rate,2.2,1.6,3.1,,N/A,N/A,N/A,N/A,N/A,5
BLOOMFIELD SURGI CENTER LLC DBA AMBULATORY CENTER OF EXCELLENCE IN SURGERY,31C0001195,1013921964,BLOOMFIELD,NJ,7003,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,97.62,,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5
BLOOMFIELD SURGI CENTER LLC DBA AMBULATORY CENTER OF EXCELLENCE IN SURGERY,31C0001195,1013921964,BLOOMFIELD,NJ,7003,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,N/A,5,,,,,,,,,,,,
MIDDLESEX SURGERY CENTER,31C0001196,1538199799,EDISON,NJ,8820,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,1,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
METROPOLITAN NEW JERSEY LLC DBA METROPOLITAN SURGERY CENTER,31C0001197,1184900102,HACKENSACK,NJ,7601,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,N/A,5,121,No Different than the National Rate,2.1,1.5,2.9,,145,No Different than the National Rate,5.2,3.6,7.4,
METROPOLITAN NEW JERSEY LLC DBA METROPOLITAN SURGERY CENTER,31C0001197,1184900102,HACKENSACK,NJ,7601,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,N/A,5,,,,,,,,,,,,
VANTAGE SURGICAL ASSOCIATES LLC DBA VANTAGE SURGERY CENTER,31C0001198,1528016656,MOORESTOWN,NJ,8057,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,99.85,,N/A,5,279,No Different than the National Rate,2,1.5,2.7,,N/A,N/A,N/A,N/A,N/A,5
CENTER FOR BONE AND JOINT SURGERY DBA NORTHERN MONMOUTH REGIONAL SURGERY CENTER LLC,31C0001199,1962435990,MANALAPAN,NJ,7726,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,N/A,5,98,No Different than the National Rate,2.1,1.5,2.9,,N/A,N/A,N/A,N/A,N/A,5
FRANKLIN SURGICAL CENTER LLC,31C0001200,1093750903,BASKING RIDGE,NJ,7920,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,318,No Different than the National Rate,4.8,3.4,6.6,
HANOVER ENDOSCOPY,31C0001201,1477584621,WHIPPANY,NJ,7981,2020,62.13,,N/A,5,2672,No Different than the National Rate,8.7,6.8,11.3,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
HANOVER ENDOSCOPY,31C0001201,1477584621,WHIPPANY,NJ,7981,2019,N/A,5,N/A,5,3149,No Different Than the National Rate,10.8,8.6,13.6,,N/A,5,N/A,5,,,,,,,,,,,,
SURGICAL INSTITUTE LLC,31C0001202,1942231204,NEPTUNE,NJ,7753,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,14.41,,N/A,5,183,No Different than the National Rate,2.1,1.6,3,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1
SURGICAL INSTITUTE LLC,31C0001202,1942231204,NEPTUNE,NJ,7753,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,88.19,,N/A,5,,,,,,,,,,,,
AMBULATORY CENTER FOR ENDOSCOPY LLC,31C0001203,1003842626,NORTH BERGEN,NJ,7047,2020,78.55,,N/A,5,735,No Different than the National Rate,9.6,7.2,12.8,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
AMBULATORY CENTER FOR ENDOSCOPY LLC,31C0001203,1003842626,NORTH BERGEN,NJ,7047,2019,87.56,,N/A,5,1081,No Different Than the National Rate,12.2,9.2,16.1,,N/A,5,N/A,5,,,,,,,,,,,,
SURGICAL CENTER AT MILLBURN LLC,31C0001204,1114034006,MILLBURN,NJ,7041,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,N/A,5,36,No Different than the National Rate,2.1,1.5,2.9,,N/A,N/A,N/A,N/A,N/A,5
PARAMUS ENDOSCOPY LLC DBA ENDOSCOPY CENTER OF BERGEN COUNTY,31C0001205,1396009346,PARAMUS,NJ,7652,2020,100,,N/A,5,2329,No Different than the National Rate,7.9,6.1,10.3,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
PARAMUS ENDOSCOPY LLC DBA ENDOSCOPY CENTER OF BERGEN COUNTY,31C0001205,1396009346,PARAMUS,NJ,7652,2019,N/A,5,N/A,5,2719,Better Than the National Rate,8.3,6.2,10.7,,N/A,5,N/A,5,,,,,,,,,,,,
ELITE SURGICAL CENTER LLC,31C0001206,1265546691,WAYNE,NJ,7470,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,N/A,5,108,No Different than the National Rate,2.2,1.6,3,,N/A,N/A,N/A,N/A,N/A,5
SUMMIT MEDICAL GROUP PA DBA SUMMIT MEDICAL GROUP AMBULATORY SURGERY CENTER,31C0001207,1982641890,BERKELEY HEIGHTS,NJ,7922,2020,70.7,,N/A,5,2001,No Different than the National Rate,8.2,6.1,10.7,,N/A,5,N/A,5,167,No Different than the National Rate,2.4,1.7,3.3,,111,No Different than the National Rate,5.3,3.7,7.7,
SUMMIT MEDICAL GROUP PA DBA SUMMIT MEDICAL GROUP AMBULATORY SURGERY CENTER,31C0001207,1982641890,BERKELEY HEIGHTS,NJ,7922,2019,N/A,5,N/A,5,2279,Better Than the National Rate,9,6.7,11.7,,N/A,5,N/A,5,,,,,,,,,,,,
PREMIER ENDOSCOPY LLC,31C0001208,1942397104,CLIFTON,NJ,7012,2020,93.49,,N/A,5,510,No Different than the National Rate,9.3,6.9,12.7,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
PREMIER ENDOSCOPY LLC,31C0001208,1942397104,CLIFTON,NJ,7012,2019,N/A,5,N/A,5,623,No Different Than the National Rate,11.1,8.2,15.2,,N/A,5,N/A,5,,,,,,,,,,,,
PREMIER HEALTH ASSOCIATES LLC,31C0001211,1881882785,SPARTA,NJ,7871,2020,78.95,,N/A,5,892,No Different than the National Rate,9,6.7,11.9,,N/A,1,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5
PREMIER HEALTH ASSOCIATES LLC,31C0001211,1881882785,SPARTA,NJ,7871,2019,N/A,5,N/A,5,1043,No Different Than the National Rate,12.2,9.1,16.2,,N/A,5,N/A,5,,,,,,,,,,,,
PATIENT CARE ASSOCIATES LLC,31C0001212,1275639387,ENGLEWOOD,NJ,7631,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,N/A,5,246,No Different than the National Rate,2.2,1.6,2.9,,753,Better than the National Rate,3.7,2.7,5,
